unitA_f0,unitA_f1,unitA_f2,unitA_f3,unitA_f4,unitA_f5,unitA_f6,unitA_f7,unitA_f8,unitA_f9,unitA_f10,unitA_f11,unitA_f12,unitA_f13,unitA_f14,unitA_f15,unitA_f16,unitA_f17,unitA_f18,unitA_f19,unitA_f20,unitA_f21,unitA_f22,unitA_f23,unitA_f24,unitA_f25,unitA_f26,unitA_f27,unitA_f28,unitA_f29,unitA_f30,unitA_f31,unitA_f32,unitA_f33,unitA_f34,unitA_f35,unitA_f36,unitB_f0,unitB_f1,unitB_f2,unitB_f3,unitB_f4,unitB_f5,unitB_f6,unitB_f7,unitB_f8,unitB_f9,unitB_f10,unitB_f11,unitB_f12,unitB_f13,unitB_f14,unitB_f15,unitB_f16,unitB_f17,unitB_f18,unitB_f19,unitB_f20,unitB_f21,unitB_f22,unitB_f23,unitB_f24,unitB_f25,unitB_f26,unitB_f27,unitB_f28,unitB_f29,unitB_f30,unitB_f31,unitB_f32,unitB_f33,unitB_f34,unitB_f35,unitB_f36,label
0.0,0.086454906,0.12306321,0.061531603,0.061531603,0.061531603,0.061531603,0.061531603,0.061531603,0.064148135,0.07273989,0.19397305,0.12123316,0.035893437,0.29120559,0.120266125,0.26145056,0.092504136,0.110944636,0.13722308,0.17152579,0.17152579,0.51712096,0.12608358,0.046148703,0.05640397,0.061531603,0.061531603,0.061531603,0.061531603,0.061531603,0.086454906,0.18459481,0.107680306,0.5145774,0.0,0.0,0.0,0.24640022,0.11691181,0.058455907,0.11691181,0.11691181,0.058455907,0.058455907,0.17536773,0.06094165,0.06910395,0.06910395,0.34551972,0.03409928,0.13832475,0.34276366,0.4829646,0.17576052,0.210798,0.0,0.0,0.0,0.0,0.0,0.27279425,0.053584583,0.058455907,0.058455907,0.058455907,0.058455907,0.058455907,0.082133405,0.40432003,0.11691181,0.0,0.0,0.0,0
0.0,0.12689982,0.18063404,0.09031702,0.09031702,0.09031702,0.09031702,0.09031702,0.27095106,0.32955164,0.21353744,0.4092801,0.32030615,0.05268493,0.20481306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15805478,0.0827906,0.09031702,0.09031702,0.09031702,0.09031702,0.18063404,0.0,0.4515851,0.060211346,0.0,0.0,0.25176817,0.0,0.123873204,0.17632583,0.17632583,0.088162914,0.088162914,0.088162914,0.088162914,0.088162914,0.2757357,0.3647778,0.20844446,0.39951855,0.051428366,0.31293106,0.20859566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1542851,0.080816,0.088162914,0.088162914,0.088162914,0.088162914,0.088162914,0.0,0.44081455,0.058775276,0.0,0.0,0.24576338,1
0.0,0.10034592,0.14283618,0.07141809,0.07141809,0.07141809,0.07141809,0.28567237,0.07141809,0.07445504,0.22513936,0.25328177,0.08442726,0.041660555,0.33799458,0.088161916,0.16858818,0.1699979,0.12877049,0.15927118,0.18249498,0.13272361,0.0,0.0,0.053563572,0.06546659,0.07141809,0.07141809,0.07141809,0.07141809,0.07141809,0.10034592,0.21425429,0.124981664,0.5972563,0.0,0.0,0.0,0.090435214,0.12872893,0.06436446,0.06436446,0.06436446,0.06436446,0.06436446,0.06436446,0.067101456,0.07608877,0.20290339,0.22826631,0.037545934,0.07615311,0.31781828,0.0911625,0.16127157,0.18374966,0.4306221,0.17942269,0.17942269,0.17000617,0.13188836,0.048273344,0.059000757,0.06436446,0.06436446,0.06436446,0.06436446,0.06436446,0.090435214,0.19309337,0.1126378,0.538268,0.0,0.0,1
0.0,0.0,0.25355646,0.12677823,0.12677823,0.12677823,0.359205,0.6127615,0.3380753,0.0,0.0,0.0,0.0,0.07395397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09508368,0.11621338,0.12677823,0.12677823,0.12677823,0.12677823,0.12677823,0.17812961,0.25355646,0.25355646,0.0,0.0,0.0,0.0,0.0,0.25032318,0.12516159,0.12516159,0.12516159,0.12516159,0.3546245,0.6049477,0.34795702,0.0,0.0,0.0,0.07301093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09387119,0.11473145,0.12516159,0.12516159,0.12516159,0.12516159,0.12516159,0.17585815,0.25032318,0.25032318,0.0,0.0,0.0,1
0.0,0.095807366,0.13637584,0.06818792,0.06818792,0.06818792,0.06818792,0.06818792,0.06818792,0.07108751,0.21495654,0.2418261,0.080608696,0.039776288,0.3227074,0.08417444,0.1609631,0.16230907,0.36883897,0.1520675,0.190081,0.17424092,0.13098553,0.0,0.05114094,0.062505595,0.06818792,0.06818792,0.06818792,0.06818792,0.06818792,0.095807366,0.20456377,0.11932887,0.570243,0.0,0.0,0.0,0.090435214,0.12872893,0.06436446,0.06436446,0.06436446,0.06436446,0.06436446,0.06436446,0.067101456,0.07608877,0.20290339,0.22826631,0.037545934,0.07615311,0.31781828,0.0911625,0.16127157,0.18374966,0.4306221,0.17942269,0.17942269,0.17000617,0.13188836,0.048273344,0.059000757,0.06436446,0.06436446,0.06436446,0.06436446,0.06436446,0.090435214,0.19309337,0.1126378,0.538268,0.0,0.0,1
0.13358591,0.0673319,0.09584279,0.09584279,0.047921397,0.047921397,0.047921397,0.047921397,0.047921397,0.04995918,0.05665052,0.05665052,0.22660208,0.027954148,0.17009525,0.29578233,0.3846159,0.2881724,0.08640473,0.64122385,0.0,0.0,0.0,0.0,0.083862446,0.043927945,0.09584279,0.047921397,0.047921397,0.047921397,0.047921397,0.1346638,0.23960698,0.08785589,0.0,0.10048869,0.0,0.0,0.10034592,0.14283618,0.07141809,0.07141809,0.07141809,0.07141809,0.28567237,0.07141809,0.07445504,0.22513936,0.25328177,0.08442726,0.041660555,0.33799458,0.088161916,0.16858818,0.1699979,0.12877049,0.15927118,0.18249498,0.13272361,0.0,0.0,0.053563572,0.06546659,0.07141809,0.07141809,0.07141809,0.07141809,0.07141809,0.10034592,0.21425429,0.124981664,0.5972563,0.0,0.0,0
0.14934844,0.075276755,0.10715179,0.053575896,0.053575896,0.053575896,0.053575896,0.053575896,0.053575896,0.055854127,0.06333502,0.25334007,0.19000505,0.031252608,0.31694284,0.37477434,0.30352855,0.08054385,0.5796005,0.0,0.0,0.0,0.0,0.0,0.093757816,0.04911124,0.10715179,0.053575896,0.053575896,0.053575896,0.10715179,0.15055351,0.2678795,0.09822248,0.0,0.11234589,0.0,0.13358591,0.0673319,0.09584279,0.09584279,0.047921397,0.047921397,0.047921397,0.047921397,0.047921397,0.04995918,0.05665052,0.05665052,0.22660208,0.027954148,0.17009525,0.29578233,0.3846159,0.2881724,0.08640473,0.64122385,0.0,0.0,0.0,0.0,0.083862446,0.043927945,0.09584279,0.047921397,0.047921397,0.047921397,0.047921397,0.1346638,0.23960698,0.08785589,0.0,0.10048869,0.0,1
0.0,0.12174117,0.17329101,0.17329101,0.08664551,0.08664551,0.08664551,0.08664551,0.08664551,0.24840741,0.4097137,0.17071404,0.40117797,0.05054321,0.20503005,0.32087806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15162964,0.079425044,0.08664551,0.08664551,0.08664551,0.08664551,0.08664551,0.0,0.43322754,0.08664551,0.0,0.0,0.24153344,0.16011034,0.08070113,0.11487305,0.2297461,0.057436526,0.057436526,0.057436526,0.057436526,0.057436526,0.059878923,0.06789888,0.2715955,0.33949438,0.03350464,0.3850856,0.28360957,0.08135013,0.51808655,0.0,0.0,0.0,0.0,0.0,0.0,0.10051392,0.052650146,0.11487305,0.057436526,0.057436526,0.057436526,0.11487305,0.16140226,0.28718263,0.10530029,0.0,0.12044143,0.0,0
0.0,0.0,0.25355646,0.12677823,0.12677823,0.12677823,0.359205,0.6127615,0.3380753,0.0,0.0,0.0,0.0,0.07395397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09508368,0.11621338,0.12677823,0.12677823,0.12677823,0.12677823,0.12677823,0.17812961,0.25355646,0.25355646,0.0,0.0,0.0,0.0,0.25163698,0.119396545,0.119396545,0.119396545,0.059698272,0.059698272,0.47758618,0.059698272,0.18671054,0.070572615,0.4234357,0.14114523,0.03482399,0.14126456,0.368472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2586925,0.054723416,0.059698272,0.059698272,0.059698272,0.059698272,0.059698272,0.08387899,0.39301363,0.09949712,0.0,0.0,0.0,0
0.0,0.12689982,0.18063404,0.09031702,0.09031702,0.09031702,0.09031702,0.09031702,0.27095106,0.32955164,0.21353744,0.4092801,0.32030615,0.05268493,0.20481306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15805478,0.0827906,0.09031702,0.09031702,0.09031702,0.09031702,0.18063404,0.0,0.4515851,0.060211346,0.0,0.0,0.25176817,0.0,0.0,0.25355646,0.12677823,0.12677823,0.12677823,0.359205,0.6127615,0.3380753,0.0,0.0,0.0,0.0,0.07395397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09508368,0.11621338,0.12677823,0.12677823,0.12677823,0.12677823,0.12677823,0.17812961,0.25355646,0.25355646,0.0,0.0,0.0,0
0.0,0.0,0.25355646,0.12677823,0.12677823,0.12677823,0.359205,0.6127615,0.3380753,0.0,0.0,0.0,0.0,0.07395397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09508368,0.11621338,0.12677823,0.12677823,0.12677823,0.12677823,0.12677823,0.17812961,0.25355646,0.25355646,0.0,0.0,0.0,0.0,0.0,0.25032318,0.12516159,0.12516159,0.12516159,0.12516159,0.3546245,0.6049477,0.34795702,0.0,0.0,0.0,0.07301093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09387119,0.11473145,0.12516159,0.12516159,0.12516159,0.12516159,0.12516159,0.17585815,0.25032318,0.25032318,0.0,0.0,0.0,1
0.0,0.12689982,0.18063404,0.09031702,0.09031702,0.09031702,0.09031702,0.09031702,0.27095106,0.32955164,0.21353744,0.4092801,0.32030615,0.05268493,0.20481306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15805478,0.0827906,0.09031702,0.09031702,0.09031702,0.09031702,0.18063404,0.0,0.4515851,0.060211346,0.0,0.0,0.25176817,0.0,0.12631527,0.17980196,0.17980196,0.08990098,0.08990098,0.08990098,0.08990098,0.08990098,0.28117162,0.30997425,0.3719691,0.3719691,0.052442234,0.21273349,0.18496343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1573267,0.082409225,0.08990098,0.08990098,0.08990098,0.08990098,0.08990098,0.0,0.44950488,0.08990098,0.0,0.0,0.25060838,1
0.0,0.095807366,0.13637584,0.06818792,0.06818792,0.06818792,0.06818792,0.06818792,0.06818792,0.07108751,0.21495654,0.2418261,0.080608696,0.039776288,0.3227074,0.08417444,0.1609631,0.16230907,0.36883897,0.1520675,0.190081,0.17424092,0.13098553,0.0,0.05114094,0.062505595,0.06818792,0.06818792,0.06818792,0.06818792,0.06818792,0.095807366,0.20456377,0.11932887,0.570243,0.0,0.0,0.0,0.090435214,0.12872893,0.06436446,0.06436446,0.06436446,0.06436446,0.06436446,0.06436446,0.067101456,0.07608877,0.20290339,0.22826631,0.037545934,0.07615311,0.31781828,0.0911625,0.16127157,0.18374966,0.4306221,0.17942269,0.17942269,0.17000617,0.13188836,0.048273344,0.059000757,0.06436446,0.06436446,0.06436446,0.06436446,0.06436446,0.090435214,0.19309337,0.1126378,0.538268,0.0,0.0,1
0.14934844,0.075276755,0.10715179,0.053575896,0.053575896,0.053575896,0.053575896,0.053575896,0.053575896,0.055854127,0.06333502,0.25334007,0.19000505,0.031252608,0.31694284,0.37477434,0.30352855,0.08054385,0.5796005,0.0,0.0,0.0,0.0,0.0,0.093757816,0.04911124,0.10715179,0.053575896,0.053575896,0.053575896,0.10715179,0.15055351,0.2678795,0.09822248,0.0,0.11234589,0.0,0.13358591,0.0673319,0.09584279,0.09584279,0.047921397,0.047921397,0.047921397,0.047921397,0.047921397,0.04995918,0.05665052,0.05665052,0.22660208,0.027954148,0.17009525,0.29578233,0.3846159,0.2881724,0.08640473,0.64122385,0.0,0.0,0.0,0.0,0.083862446,0.043927945,0.09584279,0.047921397,0.047921397,0.047921397,0.047921397,0.1346638,0.23960698,0.08785589,0.0,0.10048869,0.0,1
0.0,0.0,0.14774099,0.073870495,0.073870495,0.073870495,0.073870495,0.5170935,0.14774099,0.3080469,0.17465276,0.17465276,0.08732638,0.043091122,0.5244013,0.32676157,0.191815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055402875,0.067714624,0.073870495,0.073870495,0.073870495,0.073870495,0.073870495,0.0,0.14774099,0.049246997,0.0,0.15490262,0.0,0.0,0.0,0.13971274,0.06985637,0.06985637,0.06985637,0.06985637,0.06985637,0.4889946,0.1456538,0.33032423,0.16516212,0.16516212,0.04074955,0.33060354,0.13653724,0.5606654,0.10501926,0.0,0.0,0.0,0.0,0.0,0.0,0.052392278,0.064035006,0.06985637,0.06985637,0.06985637,0.06985637,0.06985637,0.0,0.13971274,0.06985637,0.0,0.14648521,0.0,1
0.0,0.123873204,0.17632583,0.17632583,0.088162914,0.088162914,0.088162914,0.088162914,0.088162914,0.2757357,0.3647778,0.20844446,0.39951855,0.051428366,0.31293106,0.20859566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1542851,0.080816,0.088162914,0.088162914,0.088162914,0.088162914,0.088162914,0.0,0.44081455,0.058775276,0.0,0.0,0.24576338,0.13358591,0.0673319,0.09584279,0.09584279,0.047921397,0.047921397,0.047921397,0.047921397,0.047921397,0.04995918,0.05665052,0.05665052,0.22660208,0.027954148,0.17009525,0.29578233,0.3846159,0.2881724,0.08640473,0.64122385,0.0,0.0,0.0,0.0,0.083862446,0.043927945,0.09584279,0.047921397,0.047921397,0.047921397,0.047921397,0.1346638,0.23960698,0.08785589,0.0,0.10048869,0.0,0
0.0,0.0,0.25355646,0.12677823,0.12677823,0.12677823,0.359205,0.6127615,0.3380753,0.0,0.0,0.0,0.0,0.07395397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09508368,0.11621338,0.12677823,0.12677823,0.12677823,0.12677823,0.12677823,0.17812961,0.25355646,0.25355646,0.0,0.0,0.0,0.0,0.0,0.25032318,0.12516159,0.12516159,0.12516159,0.12516159,0.3546245,0.6049477,0.34795702,0.0,0.0,0.0,0.07301093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09387119,0.11473145,0.12516159,0.12516159,0.12516159,0.12516159,0.12516159,0.17585815,0.25032318,0.25032318,0.0,0.0,0.0,1
0.0,0.0,0.14774099,0.073870495,0.073870495,0.073870495,0.073870495,0.5170935,0.14774099,0.3080469,0.17465276,0.17465276,0.08732638,0.043091122,0.5244013,0.32676157,0.191815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055402875,0.067714624,0.073870495,0.073870495,0.073870495,0.073870495,0.073870495,0.0,0.14774099,0.049246997,0.0,0.15490262,0.0,0.0,0.0,0.1410392,0.0705196,0.0705196,0.0705196,0.0705196,0.0705196,0.49363717,0.14703666,0.3334604,0.1667302,0.1667302,0.041136432,0.08343558,0.5223166,0.3579045,0.19436327,0.0,0.0,0.0,0.0,0.0,0.0,0.052889697,0.064642966,0.0705196,0.0705196,0.0705196,0.0705196,0.0705196,0.0,0.1410392,0.047013063,0.0,0.14787595,0.0,1
0.0,0.12689982,0.18063404,0.09031702,0.09031702,0.09031702,0.09031702,0.09031702,0.27095106,0.32955164,0.21353744,0.4092801,0.32030615,0.05268493,0.20481306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15805478,0.0827906,0.09031702,0.09031702,0.09031702,0.09031702,0.18063404,0.0,0.4515851,0.060211346,0.0,0.0,0.25176817,0.0,0.123873204,0.17632583,0.17632583,0.088162914,0.088162914,0.088162914,0.088162914,0.088162914,0.2757357,0.3647778,0.20844446,0.39951855,0.051428366,0.31293106,0.20859566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1542851,0.080816,0.088162914,0.088162914,0.088162914,0.088162914,0.088162914,0.0,0.44081455,0.058775276,0.0,0.0,0.24576338,1
0.0,0.0,0.25355646,0.12677823,0.12677823,0.12677823,0.359205,0.6127615,0.3380753,0.0,0.0,0.0,0.0,0.07395397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09508368,0.11621338,0.12677823,0.12677823,0.12677823,0.12677823,0.12677823,0.17812961,0.25355646,0.25355646,0.0,0.0,0.0,0.0,0.0,0.25032318,0.12516159,0.12516159,0.12516159,0.12516159,0.3546245,0.6049477,0.34795702,0.0,0.0,0.0,0.07301093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09387119,0.11473145,0.12516159,0.12516159,0.12516159,0.12516159,0.12516159,0.17585815,0.25032318,0.25032318,0.0,0.0,0.0,1
0.0,0.095807366,0.13637584,0.06818792,0.06818792,0.06818792,0.06818792,0.06818792,0.06818792,0.07108751,0.21495654,0.2418261,0.080608696,0.039776288,0.3227074,0.08417444,0.1609631,0.16230907,0.36883897,0.1520675,0.190081,0.17424092,0.13098553,0.0,0.05114094,0.062505595,0.06818792,0.06818792,0.06818792,0.06818792,0.06818792,0.095807366,0.20456377,0.11932887,0.570243,0.0,0.0,0.0,0.09273036,0.13199592,0.06599796,0.06599796,0.06599796,0.06599796,0.06599796,0.06599796,0.06880442,0.07801982,0.20805286,0.23405947,0.03849881,0.07808579,0.13578506,0.37390444,0.15709624,0.3569931,0.14718361,0.18397623,0.16864489,0.1584734,0.13523553,0.04949847,0.06049813,0.06599796,0.06599796,0.06599796,0.06599796,0.06599796,0.09273036,0.19799387,0.11549643,0.5519287,0.0,0.0,1
0.0,0.0,0.25355646,0.12677823,0.12677823,0.12677823,0.359205,0.6127615,0.3380753,0.0,0.0,0.0,0.0,0.07395397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09508368,0.11621338,0.12677823,0.12677823,0.12677823,0.12677823,0.12677823,0.17812961,0.25355646,0.25355646,0.0,0.0,0.0,0.0,0.0,0.25032318,0.12516159,0.12516159,0.12516159,0.12516159,0.3546245,0.6049477,0.34795702,0.0,0.0,0.0,0.07301093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09387119,0.11473145,0.12516159,0.12516159,0.12516159,0.12516159,0.12516159,0.17585815,0.25032318,0.25032318,0.0,0.0,0.0,1
